Problem,Hindi Original,Categories,Sol,Categories by Llama(English),Acc Choice Eng ,Categories by Llama(Hindi),Acc Choice Hindi ,Prompt for Llama(English),Prompt for Llama(Hindi),Prompt using our categories(English),Prompt using our categories(Hindi),Problems in Eng (Color Code by Llama) after 3 times run,3 times result English,Hindi(Give to Llama3) after 3 times run,3 times result Hindi,,,,,,,
"There are 3 books on Mathematics, 4 on Physics and 5 on English. How many
different collections can be made such that each collection consists of atleast one book of each subject?"," गणित की 3 पुस्तक, भौतिकी की 4 तथा अंग्रेजी की 5 पुस्तकें हैं। कितने विभिन्‍न संग्रह बनाये
जा सकते हैं, जिसमें प्रत्येक संग्रह में प्रत्येक विषय की एक पुस्तक है?",Combinations,3255,Fundamental principle of counting,N,Fundamental principle of counting,N,"You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem:There are 3 books on Mathematics, 4 on Physics and 5 on English. How many
different collections can be made such that each collection consists of atleast one book of each subject?","You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem: गणित की 3 पुस्तक, भौतिकी की 4 तथा अंग्रेजी की 5 पुस्तकें हैं। कितने विभिन्‍न संग्रह बनाये
जा सकते हैं, जिसमें प्रत्येक संग्रह में प्रत्येक विषय की एक पुस्तक है?","You are expert in solving problems in Combinations Use your expertise to solve the problem:There are 3 books on Mathematics, 4 on Physics and 5 on English. How many
different collections can be made such that each collection consists of atleast one book of each subject?","You are expert in solving problems in Combinations Use your expertise to solve the problem: गणित की 3 पुस्तक, भौतिकी की 4 तथा अंग्रेजी की 5 पुस्तकें हैं। कितने विभिन्‍न संग्रह बनाये
जा सकते हैं, जिसमें प्रत्येक संग्रह में प्रत्येक विषय की एक पुस्तक है?","You are an expert in solving mathematics problems on permutations and combinations. Use your expertise to solve this problem: There are 3 books on Mathematics, 4 on Physics and 5 on English. How many
different collections can be made such that each collection consists of atleast one book of each subject?",,"You are an expert in understanding Hindi and solving problems in permutations and combinations. Use your expertise to solve this problem: णित की 3 पुस्तक, भौतिकी की 4 तथा अंग्रेजी की 5 पुस्तकें हैं। कितने विभिन्‍न संग्रह बनाये
जा सकते हैं, जिसमें प्रत्येक संग्रह में प्रत्येक विषय की एक पुस्तक है?",,,,,,You are expert in solving problems in , Use your expertise to solve the problem:,"Give the final answer in the format of json like {Final Answer: ""Numeric answer""}"
"There are 3 books on Mathematics, 4 on Physics and 5 on English. How many
different collections can be made such that each collection consists of atleast one book of literature?"," गणित की 3 पुस्तक, भौतिकी की 4 तथा अंग्रेजी की 5 पुस्तकें हैं। कितने विभिन्‍न संग्रह बनाये
जा सकते हैं, जिसमें प्रत्येक संग्रह में अंग्रेजी की कम से कम एक पुस्तक है?",Combinations,3968,Fundamental principle of counting,N,Fundamental principle of counting,N,"You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem:There are 3 books on Mathematics, 4 on Physics and 5 on English. How many
different collections can be made such that each collection consists of atleast one book of literature?","You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem: गणित की 3 पुस्तक, भौतिकी की 4 तथा अंग्रेजी की 5 पुस्तकें हैं। कितने विभिन्‍न संग्रह बनाये
जा सकते हैं, जिसमें प्रत्येक संग्रह में अंग्रेजी की कम से कम एक पुस्तक है?","You are expert in solving problems in Combinations Use your expertise to solve the problem:There are 3 books on Mathematics, 4 on Physics and 5 on English. How many
different collections can be made such that each collection consists of atleast one book of literature?","You are expert in solving problems in Combinations Use your expertise to solve the problem: गणित की 3 पुस्तक, भौतिकी की 4 तथा अंग्रेजी की 5 पुस्तकें हैं। कितने विभिन्‍न संग्रह बनाये
जा सकते हैं, जिसमें प्रत्येक संग्रह में अंग्रेजी की कम से कम एक पुस्तक है?","You are an expert in solving mathematics problems on permutations and combinations. Use your expertise to solve this problem: There are 3 books on Mathematics, 4 on Physics and 5 on English. How many
different collections can be made such that each collection consists of atleast one book of literature?",,"You are an expert in understanding Hindi and solving problems in permutations and combinations. Use your expertise to solve this problem: णित की 3 पुस्तक, भौतिकी की 4 तथा अंग्रेजी की 5 पुस्तकें हैं। कितने विभिन्‍न संग्रह बनाये
जा सकते हैं, जिसमें प्रत्येक संग्रह में अंग्रेजी की कम से कम एक पुस्तक है?",,,,,,You are expert in solving problems in , Use your expertise to solve the problem:,"Give the final answer in the format of json like {Final Answer: ""Numeric answer""}"
"There are 3 books on Mathematics, 4 on Physics and 5 on English. How many
different collections can be made such that each collection consists of one book of each subject?"," गणित की 3 पुस्तक, भौतिकी की 4 तथा अंग्रेजी की 5 पुस्तकें हैं। कितने विभिन्‍न संग्रह बनाये
जा सकते हैं, जिसमें प्रत्येक संग्रह में प्रत्येक विषय की एक पुस्तक हैं?",Combinations,60,Fundamental principle of counting,N,Fundamental principle of counting,N,"You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem:There are 3 books on Mathematics, 4 on Physics and 5 on English. How many
different collections can be made such that each collection consists of one book of each subject?","You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem: गणित की 3 पुस्तक, भौतिकी की 4 तथा अंग्रेजी की 5 पुस्तकें हैं। कितने विभिन्‍न संग्रह बनाये
जा सकते हैं, जिसमें प्रत्येक संग्रह में प्रत्येक विषय की एक पुस्तक हैं?","You are expert in solving problems in Combinations Use your expertise to solve the problem:There are 3 books on Mathematics, 4 on Physics and 5 on English. How many
different collections can be made such that each collection consists of one book of each subject?","You are expert in solving problems in Combinations Use your expertise to solve the problem: गणित की 3 पुस्तक, भौतिकी की 4 तथा अंग्रेजी की 5 पुस्तकें हैं। कितने विभिन्‍न संग्रह बनाये
जा सकते हैं, जिसमें प्रत्येक संग्रह में प्रत्येक विषय की एक पुस्तक हैं?","You are an expert in solving mathematics problems on permutations and combinations. Use your expertise to solve this problem: There are 3 books on Mathematics, 4 on Physics and 5 on English. How many
different collections can be made such that each collection consists of one book of each subject?",,"You are an expert in understanding Hindi and solving problems in permutations and combinations. Use your expertise to solve this problem: गणित की 3 पुस्तक, भौतिकी की 4 तथा अंग्रेजी की 5 पुस्तकें हैं। कितने विभिन्‍न संग्रह बनाये
जा सकते हैं, जिसमें प्रत्येक संग्रह में प्रत्येक विषय की एक पुस्तक हैं?",,,,,,You are expert in solving problems in , Use your expertise to solve the problem:,"Give the final answer in the format of json like {Final Answer: ""Numeric answer""}"
"Three balls are drawn from a bag containing 5 red, 4 white and 3 black balls.
The number of ways in which this can be done if at least 2 are red ?"," एक थेले में से, जिसमें 5 लाल, 4 सफेद और 3 काली गेंदें हैं, तीन गेंदें निकाली जाती हैं।
उन विधियों की संख्या जिनमें ऐसा किया जा सकता है, जिसमें कम से कम 2 लाल गेंद हों, कितनी है?",Combinations,80,Fundamental principle of counting,N,Fundamental principle of counting, N,"You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem:Three balls are drawn from a bag containing 5 red, 4 white and 3 black balls.
The number of ways in which this can be done if at least 2 are red ?","You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem: एक थेले में से, जिसमें 5 लाल, 4 सफेद और 3 काली गेंदें हैं, तीन गेंदें निकाली जाती हैं।
उन विधियों की संख्या जिनमें ऐसा किया जा सकता है, जिसमें कम से कम 2 लाल गेंद हों, कितनी है?","You are expert in solving problems in Combinations Use your expertise to solve the problem:Three balls are drawn from a bag containing 5 red, 4 white and 3 black balls.
The number of ways in which this can be done if at least 2 are red ?","You are expert in solving problems in Combinations Use your expertise to solve the problem: एक थेले में से, जिसमें 5 लाल, 4 सफेद और 3 काली गेंदें हैं, तीन गेंदें निकाली जाती हैं।
उन विधियों की संख्या जिनमें ऐसा किया जा सकता है, जिसमें कम से कम 2 लाल गेंद हों, कितनी है?","You are an expert in solving mathematics problems on permutations and combinations. Use your expertise to solve this problem: Three balls are drawn from a bag containing 5 red, 4 white and 3 black balls.
The number of ways in which this can be done if at least 2 are red ?",,"You are an expert in understanding Hindi and solving problems in permutations and combinations. Use your expertise to solve this problem: एक थेले में से, जिसमें 5 लाल, 4 सफेद और 3 काली गेंदें हैं, तीन गेंदें निकाली जाती हैं।
उन विधियों की संख्या जिनमें ऐसा किया जा सकता है, जिसमें कम से कम 2 लाल गेंद हों, कितनी है?",,,,,,You are expert in solving problems in , Use your expertise to solve the problem:,"Give the final answer in the format of json like {Final Answer: ""Numeric answer""}"
Three letters can be posted in five letterboxes in how many ways?, 5 लेटर बॉक्स में 3 पत्र कितने तरीके से डाले जा सकते हैं?,Permutation without restrictions,125,Fundamental principle of counting.,N,Fundamental principle of counting,N,You are expert in solving problems in Fundamental principle of counting. Use your expertise to solve the problem:Three letters can be posted in five letterboxes in how many ways?,You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem: 5 लेटर बॉक्स में 3 पत्र कितने तरीके से डाले जा सकते हैं?,You are expert in solving problems in Permutation without restrictions Use your expertise to solve the problem:Three letters can be posted in five letterboxes in how many ways?,You are expert in solving problems in Permutation without restrictions Use your expertise to solve the problem: 5 लेटर बॉक्स में 3 पत्र कितने तरीके से डाले जा सकते हैं?,You are an expert in solving mathematics problems on permutations and combinations. Use your expertise to solve this problem: Three letters can be posted in five letterboxes in how many ways?,,You are an expert in understanding Hindi and solving problems in permutations and combinations. Use your expertise to solve this problem: 5 लेटर बॉक्स में 3 पत्र कितने तरीके से डाले जा सकते हैं?,,,,,,You are expert in solving problems in , Use your expertise to solve the problem:,"Give the final answer in the format of json like {Final Answer: ""Numeric answer""}"
"Three married couples are to be seated in a row having six seats in a cinema hall. Find the number of ways of their seating if all 
the ladies sit together"," किसी सिनेमा हॉल में तीन दंपत्ती-युग्मों को एक पंक्ति में बैठाना है जिसमें 6 सीटें है।
यदि सभी महिलाएँ एक साथ बैठती है, तो उन्हें कितने प्रकार से बैठाया जा सकता है?",Permutation with restrictions,144,Fundamental principle of counting,N,Fundamental principle of counting,N,"You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem:Three married couples are to be seated in a row having six seats in a cinema hall. Find the number of ways of their seating if all 
the ladies sit together","You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem: किसी सिनेमा हॉल में तीन दंपत्ती-युग्मों को एक पंक्ति में बैठाना है जिसमें 6 सीटें है।
यदि सभी महिलाएँ एक साथ बैठती है, तो उन्हें कितने प्रकार से बैठाया जा सकता है?","You are expert in solving problems in Permutation with restrictions Use your expertise to solve the problem:Three married couples are to be seated in a row having six seats in a cinema hall. Find the number of ways of their seating if all 
the ladies sit together","You are expert in solving problems in Permutation with restrictions Use your expertise to solve the problem: किसी सिनेमा हॉल में तीन दंपत्ती-युग्मों को एक पंक्ति में बैठाना है जिसमें 6 सीटें है।
यदि सभी महिलाएँ एक साथ बैठती है, तो उन्हें कितने प्रकार से बैठाया जा सकता है?","You are an expert in solving mathematics problems on permutations and combinations. Use your expertise to solve this problem: Three married couples are to be seated in a row having six seats in a cinema hall. Find the number of ways of their seating if all 
the ladies sit together",,"You are an expert in understanding Hindi and solving problems in permutations and combinations. Use your expertise to solve this problem: : किसी सिनेमा हॉल में तीन दंपत्ती-युग्मों को एक पंक्ति में बैठाना है जिसमें 6 सीटें है।
यदि सभी महिलाएँ एक साथ बैठती है, तो उन्हें कितने प्रकार से बैठाया जा सकता है?",,,,,,You are expert in solving problems in , Use your expertise to solve the problem:,"Give the final answer in the format of json like {Final Answer: ""Numeric answer""}"
"Three married couples are to be seated in a row having six seats in a cinema hall. If spouses are to be seated next to each other, 
in how many ways can they be seated? "," किसी सिनेमा हॉल में तीन दंपत्ती-युग्मों को एक पंक्ति में बैठाना है जिसमें 6 सीटें है।
यदि युग्मों को एक दूसरे से अलग बैठना है, तो उन्हें कितने प्रकार से बैठाया जा सकता है?",Permutation with restrictions,48,Fundamental principle of counting,N,Fundamental principle of counting,N,"You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem:Three married couples are to be seated in a row having six seats in a cinema hall. If spouses are to be seated next to each other, 
in how many ways can they be seated? ","You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem: किसी सिनेमा हॉल में तीन दंपत्ती-युग्मों को एक पंक्ति में बैठाना है जिसमें 6 सीटें है।
यदि युग्मों को एक दूसरे से अलग बैठना है, तो उन्हें कितने प्रकार से बैठाया जा सकता है?","You are expert in solving problems in Permutation with restrictions Use your expertise to solve the problem:Three married couples are to be seated in a row having six seats in a cinema hall. If spouses are to be seated next to each other, 
in how many ways can they be seated? ","You are expert in solving problems in Permutation with restrictions Use your expertise to solve the problem: किसी सिनेमा हॉल में तीन दंपत्ती-युग्मों को एक पंक्ति में बैठाना है जिसमें 6 सीटें है।
यदि युग्मों को एक दूसरे से अलग बैठना है, तो उन्हें कितने प्रकार से बैठाया जा सकता है?","You are an expert in solving mathematics problems on permutations and combinations. Use your expertise to solve this problem: Three married couples are to be seated in a row having six seats in a cinema hall. If spouses are to be seated next to each other, 
in how many ways can they be seated? ",,"You are an expert in understanding Hindi and solving problems in permutations and combinations. Use your expertise to solve this problem: किसी सिनेमा हॉल में तीन दंपत्ती-युग्मों को एक पंक्ति में बैठाना है जिसमें 6 सीटें है।
यदि युग्मों को एक दूसरे से अलग बैठना है, तो उन्हें कितने प्रकार से बैठाया जा सकता है?",,,,,,You are expert in solving problems in , Use your expertise to solve the problem:,"Give the final answer in the format of json like {Final Answer: ""Numeric answer""}"
"To fill 12 vacancies there are 25 candidates of which 5 are from scheduled
castes. If 3 of the vacancies are reserved for scheduled caste candidates while
the rest are open to all, what is the number of ways in which the selection can be made?"," 12 रिक्त पदों को भरने के लिए 25 प्रत्याशी हैं। जिनमें से 5 अनुसूचित जाति के प्रत्याशियों
जिनमें से प्रत्येक में 6 प्रश्न हैं। उसे किसी भी समूह में से 5 प्रश्नों से अधिक के उत्तर देने
के लिए आरक्षित हैं, जबकि शेष सभी के लिए खुले हैं। उन विधियों की संख्या जिनसे
चयन किया जा सकता है कितनी है?",Combinations,4974200,Fundamental principle of counting,N,Fundamental principle of counting,N,"You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem:To fill 12 vacancies there are 25 candidates of which 5 are from scheduled
castes. If 3 of the vacancies are reserved for scheduled caste candidates while
the rest are open to all, what is the number of ways in which the selection can be made?","You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem: 12 रिक्त पदों को भरने के लिए 25 प्रत्याशी हैं। जिनमें से 5 अनुसूचित जाति के प्रत्याशियों
जिनमें से प्रत्येक में 6 प्रश्न हैं। उसे किसी भी समूह में से 5 प्रश्नों से अधिक के उत्तर देने
के लिए आरक्षित हैं, जबकि शेष सभी के लिए खुले हैं। उन विधियों की संख्या जिनसे
चयन किया जा सकता है कितनी है?","You are expert in solving problems in Combinations Use your expertise to solve the problem:To fill 12 vacancies there are 25 candidates of which 5 are from scheduled
castes. If 3 of the vacancies are reserved for scheduled caste candidates while
the rest are open to all, what is the number of ways in which the selection can be made?","You are expert in solving problems in Combinations Use your expertise to solve the problem: 12 रिक्त पदों को भरने के लिए 25 प्रत्याशी हैं। जिनमें से 5 अनुसूचित जाति के प्रत्याशियों
जिनमें से प्रत्येक में 6 प्रश्न हैं। उसे किसी भी समूह में से 5 प्रश्नों से अधिक के उत्तर देने
के लिए आरक्षित हैं, जबकि शेष सभी के लिए खुले हैं। उन विधियों की संख्या जिनसे
चयन किया जा सकता है कितनी है?","You are an expert in solving mathematics problems on permutations and combinations. Use your expertise to solve this problem: To fill 12 vacancies there are 25 candidates of which 5 are from scheduled
castes. If 3 of the vacancies are reserved for scheduled caste candidates while
the rest are open to all, what is the number of ways in which the selection can be made?",,"You are an expert in understanding Hindi and solving problems in permutations and combinations. Use your expertise to solve this problem: 12 रिक्त पदों को भरने के लिए 25 प्रत्याशी हैं। जिनमें से 5 अनुसूचित जाति के प्रत्याशियों
जिनमें से प्रत्येक में 6 प्रश्न हैं। उसे किसी भी समूह में से 5 प्रश्नों से अधिक के उत्तर देने
के लिए आरक्षित हैं, जबकि शेष सभी के लिए खुले हैं। उन विधियों की संख्या जिनसे
चयन किया जा सकता है कितनी है?",,,,,,You are expert in solving problems in , Use your expertise to solve the problem:,"Give the final answer in the format of json like {Final Answer: ""Numeric answer""}"
"Total number of words formed by 2 vowels and 3 consonants taken from 4
vowels and 5 consonants is equal to?"," 4 स्वर और 5 व्यंजनों
में से 2 स्वर और 3 व्यंजन लेकर बनाये जा सकने वाले शब्दों की कुल संख्या कितनी है?",Combinations,7200,Fundamental principle of counting,N,Fundamental principle of counting,N,"You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem:Total number of words formed by 2 vowels and 3 consonants taken from 4
vowels and 5 consonants is equal to?","You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem: 4 स्वर और 5 व्यंजनों
में से 2 स्वर और 3 व्यंजन लेकर बनाये जा सकने वाले शब्दों की कुल संख्या कितनी है?","You are expert in solving problems in Combinations Use your expertise to solve the problem:Total number of words formed by 2 vowels and 3 consonants taken from 4
vowels and 5 consonants is equal to?","You are expert in solving problems in Combinations Use your expertise to solve the problem: 4 स्वर और 5 व्यंजनों
में से 2 स्वर और 3 व्यंजन लेकर बनाये जा सकने वाले शब्दों की कुल संख्या कितनी है?","You are an expert in solving mathematics problems on permutations and combinations. Use your expertise to solve this problem: Total number of words formed by 2 vowels and 3 consonants taken from 4
vowels and 5 consonants is equal to?",,"You are an expert in understanding Hindi and solving problems in permutations and combinations. Use your expertise to solve this problem: 4 स्वर और 5 व्यंजनों
में से 2 स्वर और 3 व्यंजन लेकर बनाये जा सकने वाले शब्दों की कुल संख्या कितनी है?",,,,,,You are expert in solving problems in , Use your expertise to solve the problem:,"Give the final answer in the format of json like {Final Answer: ""Numeric answer""}"
"Using the digits 1, 2, 3, 4, 5, 6, 7, a number of 4 different digits is formed. Find how many numbers are divisible by 2."," अंक 1, 2, 3, 4, 5, 6 और 7 का प्रयोग करके 4 विभिन्‍न अंकों की एक संख्या बनायी जाती है।
ज्ञात कीजिए, कितनी संख्या ठीक 2 से विभाज्य हैं?",Permutation with restrictions,360,Fundamental principle of counting,N,Fundamental principle of counting,N,"You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem:Using the digits 1, 2, 3, 4, 5, 6, 7, a number of 4 different digits is formed. Find how many numbers are divisible by 2.","You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem: अंक 1, 2, 3, 4, 5, 6 और 7 का प्रयोग करके 4 विभिन्‍न अंकों की एक संख्या बनायी जाती है।
ज्ञात कीजिए, कितनी संख्या ठीक 2 से विभाज्य हैं?","You are expert in solving problems in Permutation with restrictions Use your expertise to solve the problem:Using the digits 1, 2, 3, 4, 5, 6, 7, a number of 4 different digits is formed. Find how many numbers are divisible by 2.","You are expert in solving problems in Permutation with restrictions Use your expertise to solve the problem: अंक 1, 2, 3, 4, 5, 6 और 7 का प्रयोग करके 4 विभिन्‍न अंकों की एक संख्या बनायी जाती है।
ज्ञात कीजिए, कितनी संख्या ठीक 2 से विभाज्य हैं?","You are an expert in solving mathematics problems on permutations and combinations. Use your expertise to solve this problem: Using the digits 1, 2, 3, 4, 5, 6, 7, a number of 4 different digits is formed. Find how many numbers are divisible by 2.",,"You are an expert in understanding Hindi and solving problems in permutations and combinations. Use your expertise to solve this problem: अंक 1, 2, 3, 4, 5, 6 और 7 का प्रयोग करके 4 विभिन्‍न अंकों की एक संख्या बनायी जाती है।
ज्ञात कीजिए, कितनी संख्या ठीक 2 से विभाज्य हैं?",,,,,,You are expert in solving problems in , Use your expertise to solve the problem:,"Give the final answer in the format of json like {Final Answer: ""Numeric answer""}"
"Using the digits 1, 2, 3, 4, 5, 6, 7, a number of 4 different digits is formed. Find how many numbers are divisible by 25."," अंक 1, 2, 3, 4, 5, 6 और 7 का प्रयोग करके 4 विभिन्‍न अंकों की एक संख्या बनायी जाती, ज्ञात कीजिए कितनी संख्याएँ ठीक 25 से विभाज्य हैं?",Permutation with restrictions,40,Fundamental principle of counting,N,Fundamental principle of counting,N,"You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem:Using the digits 1, 2, 3, 4, 5, 6, 7, a number of 4 different digits is formed. Find how many numbers are divisible by 25.","You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem: अंक 1, 2, 3, 4, 5, 6 और 7 का प्रयोग करके 4 विभिन्‍न अंकों की एक संख्या बनायी जाती, ज्ञात कीजिए कितनी संख्याएँ ठीक 25 से विभाज्य हैं?","You are expert in solving problems in Permutation with restrictions Use your expertise to solve the problem:Using the digits 1, 2, 3, 4, 5, 6, 7, a number of 4 different digits is formed. Find how many numbers are divisible by 25.","You are expert in solving problems in Permutation with restrictions Use your expertise to solve the problem: अंक 1, 2, 3, 4, 5, 6 और 7 का प्रयोग करके 4 विभिन्‍न अंकों की एक संख्या बनायी जाती, ज्ञात कीजिए कितनी संख्याएँ ठीक 25 से विभाज्य हैं?","You are an expert in solving mathematics problems on permutations and combinations. Use your expertise to solve this problem: Using the digits 1, 2, 3, 4, 5, 6, 7, a number of 4 different digits is formed. Find how many numbers are divisible by 25.",,"You are an expert in understanding Hindi and solving problems in permutations and combinations. Use your expertise to solve this problem: अंक 1, 2, 3, 4, 5, 6 और 7 का प्रयोग करके 4 विभिन्‍न अंकों की एक संख्या बनायी जाती, ज्ञात कीजिए कितनी संख्याएँ ठीक 25 से विभाज्य हैं?",,,,,,You are expert in solving problems in , Use your expertise to solve the problem:,"Give the final answer in the format of json like {Final Answer: ""Numeric answer""}"
"Using the digits 1, 2, 3, 4, 5, 6, 7, a number of 4 different digits is formed. Find how many numbers are divisible by 4."," अंक 1, 2, 3, 4, 5, 6 और 7 का प्रयोग करके 4 विभिन्‍न अंकों की एक संख्या बनायी जाती है।
ज्ञात कीजिए, इनमें से कितनी संख्याएँ 4 से विभाज्य हैं?",Permutation with restrictions,200,Fundamental principle of counting,N,Fundamental principle of counting,N,"You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem:Using the digits 1, 2, 3, 4, 5, 6, 7, a number of 4 different digits is formed. Find how many numbers are divisible by 4.","You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem: अंक 1, 2, 3, 4, 5, 6 और 7 का प्रयोग करके 4 विभिन्‍न अंकों की एक संख्या बनायी जाती है।
ज्ञात कीजिए, इनमें से कितनी संख्याएँ 4 से विभाज्य हैं?","You are expert in solving problems in Permutation with restrictions Use your expertise to solve the problem:Using the digits 1, 2, 3, 4, 5, 6, 7, a number of 4 different digits is formed. Find how many numbers are divisible by 4.","You are expert in solving problems in Permutation with restrictions Use your expertise to solve the problem: अंक 1, 2, 3, 4, 5, 6 और 7 का प्रयोग करके 4 विभिन्‍न अंकों की एक संख्या बनायी जाती है।
ज्ञात कीजिए, इनमें से कितनी संख्याएँ 4 से विभाज्य हैं?","You are an expert in solving mathematics problems on permutations and combinations. Use your expertise to solve this problem: Using the digits 1, 2, 3, 4, 5, 6, 7, a number of 4 different digits is formed. Find how many numbers are divisible by 4.",,"You are an expert in understanding Hindi and solving problems in permutations and combinations. Use your expertise to solve this problem: अंक 1, 2, 3, 4, 5, 6 और 7 का प्रयोग करके 4 विभिन्‍न अंकों की एक संख्या बनायी जाती है।
ज्ञात कीजिए, इनमें से कितनी संख्याएँ 4 से विभाज्य हैं?",,,,,,You are expert in solving problems in , Use your expertise to solve the problem:,"Give the final answer in the format of json like {Final Answer: ""Numeric answer""}"
"Using the digits 1, 2, 3, 4, 5, 6, 7, a number of 4 different digits is formed. Find how many numbers are formed? "," अंक 1, 2, 3, 4, 5, 6 और 7 का प्रयोग करके 4 विभिन्‍न अंकों की कितनी एक संख्या बनायी जाती है।?",Permutation without restrictions,840,Fundamental principle of counting,N,Fundamental principle of counting,N,"You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem:Using the digits 1, 2, 3, 4, 5, 6, 7, a number of 4 different digits is formed. Find how many numbers are formed? ","You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem: अंक 1, 2, 3, 4, 5, 6 और 7 का प्रयोग करके 4 विभिन्‍न अंकों की कितनी एक संख्या बनायी जाती है।?","You are expert in solving problems in Permutation without restrictions Use your expertise to solve the problem:Using the digits 1, 2, 3, 4, 5, 6, 7, a number of 4 different digits is formed. Find how many numbers are formed? ","You are expert in solving problems in Permutation without restrictions Use your expertise to solve the problem: अंक 1, 2, 3, 4, 5, 6 और 7 का प्रयोग करके 4 विभिन्‍न अंकों की कितनी एक संख्या बनायी जाती है।?","You are an expert in solving mathematics problems on permutations and combinations. Use your expertise to solve this problem: Using the digits 1, 2, 3, 4, 5, 6, 7, a number of 4 different digits is formed. Find how many numbers are formed? ",,"You are an expert in understanding Hindi and solving problems in permutations and combinations. Use your expertise to solve this problem: अंक 1, 2, 3, 4, 5, 6 और 7 का प्रयोग करके 4 विभिन्‍न अंकों की कितनी एक संख्या बनायी जाती है।?",,,,,,You are expert in solving problems in , Use your expertise to solve the problem:,"Give the final answer in the format of json like {Final Answer: ""Numeric answer""}"
"We wish to select 6 persons from 8, but if the person A is chosen, then B must be
chosen. In how many ways can selections be made?"," हम 8 व्यक्तियों
में से 6 व्यक्ति चुनना चाहते हैं, परंतु यदि व्यक्ति & चुना जाता है, तो व्यक्ति
B भी चुना जाना चाहिए। यह चयन कितनी विधियों से किया जा सकता है?",Combinations,22,Fundamental principle of counting,N,Combinations,Y,"You are expert in solving problems in Fundamental principle of counting Use your expertise to solve the problem:We wish to select 6 persons from 8, but if the person A is chosen, then B must be
chosen. In how many ways can selections be made?","You are expert in solving problems in Combinations Use your expertise to solve the problem: हम 8 व्यक्तियों
में से 6 व्यक्ति चुनना चाहते हैं, परंतु यदि व्यक्ति & चुना जाता है, तो व्यक्ति
B भी चुना जाना चाहिए। यह चयन कितनी विधियों से किया जा सकता है?","You are expert in solving problems in Combinations Use your expertise to solve the problem:We wish to select 6 persons from 8, but if the person A is chosen, then B must be
chosen. In how many ways can selections be made?","You are expert in solving problems in Combinations Use your expertise to solve the problem: हम 8 व्यक्तियों
में से 6 व्यक्ति चुनना चाहते हैं, परंतु यदि व्यक्ति & चुना जाता है, तो व्यक्ति
B भी चुना जाना चाहिए। यह चयन कितनी विधियों से किया जा सकता है?","You are an expert in solving mathematics problems on permutations and combinations. Use your expertise to solve this problem: We wish to select 6 persons from 8, but if the person A is chosen, then B must be
chosen. In how many ways can selections be made?",,"You are an expert in understanding Hindi and solving problems in permutations and combinations. Use your expertise to solve this problem: हम 8 व्यक्तियों
में से 6 व्यक्ति चुनना चाहते हैं, परंतु यदि व्यक्ति & चुना जाता है, तो व्यक्ति
B भी चुना जाना चाहिए। यह चयन कितनी विधियों से किया जा सकता है?",,,,,,You are expert in solving problems in , Use your expertise to solve the problem:,"Give the final answer in the format of json like {Final Answer: ""Numeric answer""}"
